gene_id	gene_type	gene_name
29223	ENSG00000232075	processed_pseudogene	MRPL35P2
29224	ENSG00000270352	processed_pseudogene	AC022387.2
29225	ENSG00000228566	lincRNA	AC022387.1
29226	ENSG00000213609	processed_pseudogene	RPL7AP50
29227	ENSG00000226426	lincRNA	AC012558.1
29228	ENSG00000235489	processed_pseudogene	DBF4P1
29229	ENSG00000233900	processed_pseudogene	RPL17P35
29230	ENSG00000270648	processed_pseudogene	CYP2C61P
29231	ENSG00000216740	processed_pseudogene	ANXA2P3
29232	ENSG00000224714	lincRNA	AC024600.1
29233	ENSG00000270754	processed_pseudogene	NEK4P3
29234	ENSG00000282906	lincRNA	AL513321.2
29235	ENSG00000227173	processed_pseudogene	MYL6P3
29236	ENSG00000233724	processed_pseudogene	AL513321.1
29237	ENSG00000235356	lincRNA	AL592466.1
29238	ENSG00000228065	lincRNA	LINC01515
29239	ENSG00000183230	protein_coding	CTNNA3
29240	ENSG00000273360	antisense	AC022017.1
29241	ENSG00000277056	unprocessed_pseudogene	AL607023.1
29242	ENSG00000198739	protein_coding	LRRTM3
29243	ENSG00000225299	antisense	AL139240.1
29244	ENSG00000226448	processed_pseudogene	RPL7AP51
29245	ENSG00000276866	miRNA	MIR7151
29246	ENSG00000213606	processed_pseudogene	AKR1B10P1
29247	ENSG00000225922	processed_pseudogene	RPL21P92
29248	ENSG00000108176	protein_coding	DNAJC12
29249	ENSG00000212520	snRNA	RNU6-1250P
29250	ENSG00000239942	misc_RNA	RN7SL394P
29251	ENSG00000237141	processed_pseudogene	DNAJC19P1
29252	ENSG00000272892	lincRNA	AL133551.1
29253	ENSG00000252113	snRNA	RNU6-523P
29254	ENSG00000219932	processed_pseudogene	RPL12P8
29255	ENSG00000096717	protein_coding	SIRT1
29256	ENSG00000148634	protein_coding	HERC4
29257	ENSG00000226318	processed_pseudogene	RPS3AP38
29258	ENSG00000266467	misc_RNA	RN7SL220P
29259	ENSG00000236375	processed_pseudogene	POU5F1P5
29260	ENSG00000138347	protein_coding	MYPN
29261	ENSG00000222371	misc_RNA	RN7SKP202
29262	ENSG00000179774	protein_coding	ATOH7
29263	ENSG00000233590	lincRNA	AC016395.1
29264	ENSG00000234102	processed_pseudogene	KRT19P4
29265	ENSG00000108187	protein_coding	PBLD
29266	ENSG00000096746	protein_coding	HNRNPH3
29267	ENSG00000204130	protein_coding	RUFY2
29268	ENSG00000138346	protein_coding	DNA2
29269	ENSG00000234806	processed_pseudogene	RPL26P29
29270	ENSG00000199638	rRNA_pseudogene	RNA5SP319
29271	ENSG00000122912	protein_coding	SLC25A16
29272	ENSG00000226493	processed_pseudogene	RPL26P27
29273	ENSG00000207438	misc_RNA	RF00019
29274	ENSG00000214881	processed_pseudogene	TMEM14DP
29275	ENSG00000138336	protein_coding	TET1
29276	ENSG00000213025	processed_pseudogene	COX20P1
29277	ENSG00000227583	processed_pseudogene	RPS3AP37
29278	ENSG00000260400	sense_overlapping	AL513534.1
29279	ENSG00000270494	processed_pseudogene	AL513534.2
29280	ENSG00000060339	protein_coding	CCAR1
29281	ENSG00000195401	misc_RNA	RF00019
29282	ENSG00000283551	snoRNA	SNORD98
29283	ENSG00000221184	miRNA	MIR1254-1
29284	ENSG00000165730	protein_coding	STOX1
29285	ENSG00000200218	snRNA	RNU6-697P
29286	ENSG00000285871	lincRNA	AL359844.1
29287	ENSG00000107625	protein_coding	DDX50
29288	ENSG00000206855	snRNA	RNU6-571P
29289	ENSG00000165732	protein_coding	DDX21
29290	ENSG00000198954	protein_coding	KIF1BP
29291	ENSG00000214875	processed_pseudogene	MED28P1
29292	ENSG00000229001	processed_pseudogene	ACTBP14
29293	ENSG00000122862	protein_coding	SRGN
29294	ENSG00000274008	misc_RNA	RF00017
29295	ENSG00000122958	protein_coding	VPS26A
29296	ENSG00000233163	processed_pseudogene	RPS12P17
29297	ENSG00000156502	protein_coding	SUPV3L1
29298	ENSG00000229261	antisense	AL596223.1
29299	ENSG00000156510	protein_coding	HKDC1
29300	ENSG00000231748	antisense	AL596223.2
29301	ENSG00000156515	protein_coding	HK1
29302	ENSG00000229197	processed_pseudogene	RPS15AP28
29303	ENSG00000075073	protein_coding	TACR2
29304	ENSG00000232734	processed_pseudogene	ATP5MC1P7
29305	ENSG00000099282	protein_coding	TSPAN15
29306	ENSG00000233197	processed_pseudogene	TMEM256P1
29307	ENSG00000122859	protein_coding	NEUROG3
29308	ENSG00000236154	antisense	AL450311.2
29309	ENSG00000230755	processed_pseudogene	MTATP6P23
29310	ENSG00000235803	processed_pseudogene	MTCO2P23
29311	ENSG00000235524	processed_pseudogene	MTCO1P23
29312	ENSG00000231152	processed_pseudogene	MTND2P15
29313	ENSG00000226794	processed_pseudogene	MTND1P20
29314	ENSG00000171224	protein_coding	FAM241B
29315	ENSG00000235645	lincRNA	AL450311.1
29316	ENSG00000230469	processed_pseudogene	RPL5P26
29317	ENSG00000197467	protein_coding	COL13A1
29318	ENSG00000224222	lincRNA	AC024601.1
29319	ENSG00000099284	protein_coding	H2AFY2
29320	ENSG00000042286	protein_coding	AIFM2
29321	ENSG00000156521	protein_coding	TYSND1
29322	ENSG00000079332	protein_coding	SAR1A
29323	ENSG00000229097	processed_pseudogene	CALM2P2
29324	ENSG00000232142	processed_pseudogene	RPS25P9
29325	ENSG00000180817	protein_coding	PPA1
29326	ENSG00000148734	protein_coding	NPFFR1
29327	ENSG00000172731	protein_coding	LRRC20
29328	ENSG00000224725	processed_pseudogene	CEP57L1P1
29329	ENSG00000148730	protein_coding	EIF4EBP2
29330	ENSG00000156574	protein_coding	NODAL
29331	ENSG00000280401	TEC	AC022532.1
29332	ENSG00000107719	protein_coding	PALD1
29333	ENSG00000230661	processed_pseudogene	YY1P1
29334	ENSG00000180644	protein_coding	PRF1
29335	ENSG00000138316	protein_coding	ADAMTS14
29336	ENSG00000166220	protein_coding	TBATA
29337	ENSG00000231366	processed_pseudogene	RPS26P40
29338	ENSG00000166224	protein_coding	SGPL1
29339	ENSG00000166228	protein_coding	PCBD1
29340	ENSG00000285300	lincRNA	AC073176.3
29341	ENSG00000271409	lincRNA	AC073176.2
29342	ENSG00000259267	lincRNA	AC073176.1
29343	ENSG00000107731	protein_coding	UNC5B
29344	ENSG00000237512	antisense	UNC5B-AS1
29345	ENSG00000198246	protein_coding	SLC29A3
29346	ENSG00000279406	TEC	AL359183.1
29347	ENSG00000107736	protein_coding	CDH23
29348	ENSG00000223817	antisense	CDH23-AS1
29349	ENSG00000214688	protein_coding	C10orf105
29350	ENSG00000107738	protein_coding	VSIR
29351	ENSG00000274824	miRNA	MIR7152
29352	ENSG00000197746	protein_coding	PSAP
29353	ENSG00000238446	snRNA	RNU7-38P
29354	ENSG00000230526	lincRNA	AC073370.1
29355	ENSG00000122863	protein_coding	CHST3
29356	ENSG00000272988	lincRNA	AC022392.1
29357	ENSG00000107742	protein_coding	SPOCK2
29358	ENSG00000138303	protein_coding	ASCC1
29359	ENSG00000200294	snoRNA	RF00340
29360	ENSG00000226701	processed_pseudogene	RPL15P14
29361	ENSG00000166295	protein_coding	ANAPC16
29362	ENSG00000200170	misc_RNA	RF00019
29363	ENSG00000168209	protein_coding	DDIT4
29364	ENSG00000269926	antisense	DDIT4-AS1
29365	ENSG00000148719	protein_coding	DNAJB12
29366	ENSG00000107745	protein_coding	MICU1
29367	ENSG00000202513	snRNA	RNU6-805P
29368	ENSG00000282915	sense_intronic	AC091769.2
29369	ENSG00000276531	unprocessed_pseudogene	AC091769.1
29370	ENSG00000226163	antisense	AL513185.1
29371	ENSG00000230609	processed_pseudogene	AL513185.2
29372	ENSG00000272536	misc_RNA	RN7SL840P
29373	ENSG00000231471	processed_pseudogene	HMGN2P34
29374	ENSG00000238215	processed_pseudogene	AL513185.3
29375	ENSG00000201881	misc_RNA	RF00019
29376	ENSG00000156026	protein_coding	MCU
29377	ENSG00000266719	miRNA	MIR4676
29378	ENSG00000280166	TEC	AC016542.3
29379	ENSG00000279502	TEC	AC016542.2
29380	ENSG00000272627	sense_intronic	AC016542.1
29381	ENSG00000138315	protein_coding	OIT3
29382	ENSG00000215086	processed_pseudogene	NPM1P24
29383	ENSG00000138308	protein_coding	PLA2G12B
29384	ENSG00000213700	processed_pseudogene	RPL17P50
29385	ENSG00000122884	protein_coding	P4HA1
29386	ENSG00000232646	processed_pseudogene	AL731563.1
29387	ENSG00000237768	antisense	AL731563.2
29388	ENSG00000201047	misc_RNA	RF00019
29389	ENSG00000272630	lincRNA	AL731563.3
29390	ENSG00000166321	protein_coding	NUDT13
29391	ENSG00000272599	antisense	AC016394.1
29392	ENSG00000221164	snoRNA	SNORA11F
29393	ENSG00000122882	protein_coding	ECD
29394	ENSG00000138286	protein_coding	FAM149B1
29395	ENSG00000213551	protein_coding	DNAJC9
29396	ENSG00000199201	misc_RNA	RF00019
29397	ENSG00000227382	processed_pseudogene	EIF4A2P2
29398	ENSG00000236756	antisense	DNAJC9-AS1
29399	ENSG00000182180	protein_coding	MRPS16
29400	ENSG00000227540	antisense	DNAJC9-AS1
29401	ENSG00000156042	protein_coding	CFAP70
29402	ENSG00000200356	snRNA	RNU6-833P
29403	ENSG00000207473	misc_RNA	RF00019
29404	ENSG00000138279	protein_coding	ANXA7
29405	ENSG00000233144	antisense	AL512656.1
29406	ENSG00000229659	processed_pseudogene	RPL26P6
29407	ENSG00000166343	protein_coding	MSS51
29408	ENSG00000107758	protein_coding	PPP3CB
29409	ENSG00000221817	processed_transcript	PPP3CB-AS1
29410	ENSG00000166348	protein_coding	USP54
29411	ENSG00000207327	snRNA	RNU6-883P
29412	ENSG00000237139	processed_pseudogene	RPS26P41
29413	ENSG00000268584	antisense	AC073389.1
29414	ENSG00000272791	lincRNA	AC073389.3
29415	ENSG00000177791	protein_coding	MYOZ1
29416	ENSG00000166317	protein_coding	SYNPO2L
29417	ENSG00000271848	antisense	AC073389.2
29418	ENSG00000172650	protein_coding	AGAP5
29419	ENSG00000242288	processed_transcript	AC022400.3
29420	ENSG00000271816	processed_transcript	BMS1P4
29421	ENSG00000272140	lincRNA	AC022400.5
29422	ENSG00000252072	rRNA_pseudogene	RNA5SP320
29423	ENSG00000242338	transcribed_unprocessed_pseudogene	BMS1P4
29424	ENSG00000250959	transcribed_unprocessed_pseudogene	GLUD1P3
29425	ENSG00000235316	processed_pseudogene	DUSP8P5
29426	ENSG00000270808	processed_pseudogene	AC022400.4
29427	ENSG00000279088	TEC	AC022400.7
29428	ENSG00000176986	protein_coding	SEC24C
29429	ENSG00000279689	TEC	AC022400.8
29430	ENSG00000196968	protein_coding	FUT11
29431	ENSG00000172586	protein_coding	CHCHD1
29432	ENSG00000214655	protein_coding	ZSWIM8
29433	ENSG00000280238	TEC	AC022400.9
29434	ENSG00000272589	antisense	ZSWIM8-AS1
29435	ENSG00000272916	protein_coding	AC022400.6
29436	ENSG00000166507	protein_coding	NDST2
29437	ENSG00000148660	protein_coding	CAMK2G
29438	ENSG00000224195	antisense	AC022400.1
29439	ENSG00000229990	antisense	AC022400.2
29440	ENSG00000122861	protein_coding	PLAU
29441	ENSG00000222047	protein_coding	C10orf55
29442	ENSG00000035403	protein_coding	VCL
29443	ENSG00000225761	sense_intronic	AL596247.1
29444	ENSG00000185009	protein_coding	AP3M1
29445	ENSG00000156110	protein_coding	ADK
29446	ENSG00000236900	processed_pseudogene	TIMM9P1
29447	ENSG00000214629	processed_pseudogene	RPSAP6
29448	ENSG00000213731	processed_pseudogene	RAB5CP1
29449	ENSG00000232342	antisense	AC022540.1
29450	ENSG00000226253	processed_pseudogene	MRPL35P3
29451	ENSG00000206756	misc_RNA	RF00019
29452	ENSG00000271710	processed_pseudogene	NDUFA8P1
29453	ENSG00000214626	processed_pseudogene	POLR3DP1
29454	ENSG00000213525	processed_pseudogene	FAM32CP
29455	ENSG00000272748	lincRNA	AC063962.1
29456	ENSG00000156650	protein_coding	KAT6B
29457	ENSG00000234149	antisense	AC018511.2
29458	ENSG00000227186	antisense	AC018511.1
29459	ENSG00000188716	protein_coding	DUPD1
29460	ENSG00000285810	antisense	AC018511.5
29461	ENSG00000237882	processed_pseudogene	PPIAP13
29462	ENSG00000079393	protein_coding	DUSP13
29463	ENSG00000156671	protein_coding	SAMD8
29464	ENSG00000232437	processed_pseudogene	RPS26P42
29465	ENSG00000165637	protein_coding	VDAC2
29466	ENSG00000165644	protein_coding	COMTD1
29467	ENSG00000227271	processed_pseudogene	RPL39P25
29468	ENSG00000226051	lincRNA	ZNF503-AS1
29469	ENSG00000233313	processed_pseudogene	HMGA1P5
29470	ENSG00000270087	lincRNA	ZNF503
29471	ENSG00000223428	transcribed_processed_pseudogene	AC010997.1
29472	ENSG00000236797	transcribed_processed_pseudogene	SPA17P1
29473	ENSG00000165655	protein_coding	ZNF503
29474	ENSG00000237149	antisense	ZNF503-AS2
29475	ENSG00000273248	lincRNA	AC010997.4
29476	ENSG00000272692	lincRNA	AC010997.3
29477	ENSG00000236842	antisense	AC010997.2
29478	ENSG00000148655	protein_coding	LRMDA
29479	ENSG00000279814	TEC	AC010997.5
29480	ENSG00000207583	miRNA	MIR606
29481	ENSG00000268659	sense_intronic	AL589863.1
29482	ENSG00000228280	sense_intronic	AL731568.1
29483	ENSG00000265486	misc_RNA	RN7SL518P
29484	ENSG00000201954	snRNA	RNU6-673P
29485	ENSG00000278992	TEC	AC012048.1
29486	ENSG00000230575	antisense	AC013286.1
29487	ENSG00000269256	antisense	AC024603.1
29488	ENSG00000252888	snoRNA	RF00322
29489	ENSG00000224948	processed_pseudogene	ATP5MC1P8
29490	ENSG00000156113	protein_coding	KCNMA1
29491	ENSG00000236467	antisense	KCNMA1-AS1
29492	ENSG00000225497	antisense	KCNMA1-AS2
29493	ENSG00000224500	antisense	AL731575.1
29494	ENSG00000225652	antisense	KCNMA1-AS3
29495	ENSG00000228092	processed_pseudogene	COX6CP15
29496	ENSG00000199592	rRNA_pseudogene	RNA5SP321
29497	ENSG00000213514	processed_pseudogene	AL731556.1
29498	ENSG00000277981	unprocessed_pseudogene	AL731556.2
29499	ENSG00000199664	snRNA	RNU6-1266P
29500	ENSG00000213513	processed_pseudogene	IMPDH1P5
29501	ENSG00000228748	antisense	AL450306.1
29502	ENSG00000151208	protein_coding	DLG5
29503	ENSG00000204049	antisense	AL391421.1
29504	ENSG00000243446	misc_RNA	RN7SL284P
29505	ENSG00000233871	processed_transcript	DLG5-AS1
29506	ENSG00000234612	processed_pseudogene	H2AFZP5
29507	ENSG00000274686	misc_RNA	RF00017
29508	ENSG00000148606	protein_coding	POLR3A
29509	ENSG00000138326	protein_coding	RPS24
29510	ENSG00000231957	processed_pseudogene	GNAI2P2
29511	ENSG00000283096	lincRNA	AL731555.1
29512	ENSG00000282863	lincRNA	AC012560.1
29513	ENSG00000230417	lincRNA	LINC00856
29514	ENSG00000229543	lincRNA	AC010163.1
29515	ENSG00000230229	lincRNA	AC010163.2
29516	ENSG00000201393	snoRNA	RF00056
29517	ENSG00000282952	lincRNA	AL583852.1
29518	ENSG00000228683	lincRNA	AC016820.1
29519	ENSG00000224596	antisense	ZMIZ1-AS1
29520	ENSG00000229569	lincRNA	AL356753.1
29521	ENSG00000108175	protein_coding	ZMIZ1
29522	ENSG00000108179	protein_coding	PPIF
29523	ENSG00000165424	protein_coding	ZCCHC24
29524	ENSG00000235426	antisense	AL133481.1
29525	ENSG00000259021	processed_pseudogene	TPRX1P1
29526	ENSG00000241317	lincRNA	AL133481.3
29527	ENSG00000235705	transcribed_processed_pseudogene	AL133481.2
29528	ENSG00000253626	protein_coding	EIF5AL1
29529	ENSG00000271985	processed_pseudogene	BX248123.2
29530	ENSG00000232965	processed_pseudogene	RPS12P18
29531	ENSG00000185303	protein_coding	SFTPA2
29532	ENSG00000219430	unprocessed_pseudogene	MBL3P
29533	ENSG00000225827	processed_pseudogene	SFTPA3P
29534	ENSG00000122852	protein_coding	SFTPA1
29535	ENSG00000226676	lincRNA	BX248123.1
29536	ENSG00000244733	lincRNA	AL132656.2
29537	ENSG00000225484	antisense	NUTM2B-AS1
29538	ENSG00000272489	sense_intronic	AL132656.3
29539	ENSG00000280355	TEC	AL132656.4
29540	ENSG00000278616	processed_pseudogene	BEND3P3
29541	ENSG00000224886	transcribed_processed_pseudogene	AL132656.1
29542	ENSG00000188199	protein_coding	NUTM2B
29543	ENSG00000272447	lincRNA	AL135925.1
29544	ENSG00000228570	protein_coding	NUTM2E
29545	ENSG00000214695	processed_pseudogene	NPAP1P2
29546	ENSG00000204437	unprocessed_pseudogene	CTSLP6
29547	ENSG00000214584	processed_pseudogene	PGGT1BP2
29548	ENSG00000283913	processed_transcript	BMS1P21
29549	ENSG00000283101	transcribed_unprocessed_pseudogene	BMS1P21
29550	ENSG00000242600	transcribed_unitary_pseudogene	MBL1P
29551	ENSG00000133661	protein_coding	SFTPD
29552	ENSG00000273372	antisense	SFTPD-AS1
29553	ENSG00000280259	TEC	AL512662.1
29554	ENSG00000235924	processed_pseudogene	ZNRF2P3
29555	ENSG00000225100	processed_pseudogene	DPY19L2P5
29556	ENSG00000229616	unprocessed_pseudogene	AL356095.1
29557	ENSG00000224760	processed_pseudogene	C1DP3
29558	ENSG00000236217	processed_pseudogene	C1DP2
29559	ENSG00000227515	processed_pseudogene	C1DP4
29560	ENSG00000230091	antisense	TMEM254-AS1
29561	ENSG00000282432	transcribed_unprocessed_pseudogene	AL356095.3
29562	ENSG00000133678	protein_coding	TMEM254
29563	ENSG00000279399	TEC	AL356095.2
29564	ENSG00000230171	processed_pseudogene	RPL22P18
29565	ENSG00000189129	protein_coding	PLAC9
29566	ENSG00000122359	protein_coding	ANXA11
29567	ENSG00000237523	lincRNA	LINC00857
29568	ENSG00000234319	processed_pseudogene	RPS12P2
29569	ENSG00000234382	unprocessed_pseudogene	AL513174.1
29570	ENSG00000234743	processed_pseudogene	EIF5AP4
29571	ENSG00000279359	TEC	AL359195.2
29572	ENSG00000151224	protein_coding	MAT1A
29573	ENSG00000232950	processed_pseudogene	ZNF519P1
29574	ENSG00000235858	lincRNA	AL359195.1
29575	ENSG00000170788	protein_coding	DYDC1
29576	ENSG00000133665	protein_coding	DYDC2
29577	ENSG00000122378	protein_coding	PRXL2A
29578	ENSG00000108219	protein_coding	TSPAN14
29579	ENSG00000226659	antisense	AC021028.1
29580	ENSG00000178217	protein_coding	SH2D4B
29581	ENSG00000231082	lincRNA	AL731544.1
29582	ENSG00000233353	processed_pseudogene	RPS7P9
29583	ENSG00000233703	processed_pseudogene	AC027673.1
29584	ENSG00000231060	processed_pseudogene	FARSBP1
29585	ENSG00000227209	processed_pseudogene	WARS2P1
29586	ENSG00000226466	processed_pseudogene	RPA2P2
29587	ENSG00000185737	protein_coding	NRG3
29588	ENSG00000285739	antisense	AC010157.2
29589	ENSG00000229458	antisense	AC010157.1
29590	ENSG00000225738	processed_transcript	NRG3-AS1
29591	ENSG00000207275	snRNA	RNU6-441P
29592	ENSG00000200774	snRNA	RNU6-478P
29593	ENSG00000234931	processed_pseudogene	MARK2P15
29594	ENSG00000233945	lincRNA	AC069540.2
29595	ENSG00000223565	processed_pseudogene	AC069540.1
29596	ENSG00000212324	snRNA	RNU6-129P
29597	ENSG00000233258	lincRNA	AL390786.1
29598	ENSG00000200789	snRNA	RNU1-65P
29599	ENSG00000212769	processed_pseudogene	HMGN2P8
29600	ENSG00000271933	antisense	AL603756.1
29601	ENSG00000165678	protein_coding	GHITM
29602	ENSG00000285972	lincRNA	CERNA2
29603	ENSG00000188373	protein_coding	C10orf99
29604	ENSG00000148600	protein_coding	CDHR1
29605	ENSG00000204033	protein_coding	LRIT2
29606	ENSG00000148602	protein_coding	LRIT1
29607	ENSG00000148604	protein_coding	RGR
29608	ENSG00000229404	lincRNA	LINC00858
29609	ENSG00000107771	protein_coding	CCSER2
29610	ENSG00000233189	processed_pseudogene	RPL12P29
29611	ENSG00000225423	processed_pseudogene	TNPO1P1
29612	ENSG00000225928	processed_pseudogene	CACYBPP1
29613	ENSG00000178429	processed_pseudogene	RPS3AP5
29614	ENSG00000237267	lincRNA	LINC01519
29615	ENSG00000223993	lincRNA	AC025428.1
29616	ENSG00000224504	lincRNA	AC025428.2
29617	ENSG00000230962	lincRNA	LINC01520
29618	ENSG00000279910	TEC	AL731532.1
29619	ENSG00000223064	snRNA	RNU6-325P
29620	ENSG00000280134	TEC	AL731532.2
29621	ENSG00000234942	antisense	GRID1-AS1
29622	ENSG00000182771	protein_coding	GRID1
29623	ENSG00000278333	misc_RNA	RF02271
29624	ENSG00000270002	antisense	AC022028.2
29625	ENSG00000252292	misc_RNA	RN7SKP238
29626	ENSG00000236606	processed_pseudogene	AC022028.1
29627	ENSG00000200487	rRNA_pseudogene	RNA5SP322
29628	ENSG00000199104	miRNA	MIR346
29629	ENSG00000062650	protein_coding	WAPL
29630	ENSG00000212332	snRNA	RNU6-780P
29631	ENSG00000227896	antisense	AL731569.1
29632	ENSG00000230507	processed_pseudogene	RPL7AP8
29633	ENSG00000122375	protein_coding	OPN4
29634	ENSG00000122367	protein_coding	LDB3
29635	ENSG00000272631	antisense	AC067750.1
29636	ENSG00000107779	protein_coding	BMPR1A
29637	ENSG00000270874	processed_pseudogene	RPAP2P1
29638	ENSG00000200176	snRNA	RNU1-19P
29639	ENSG00000173269	protein_coding	MMRN2
29640	ENSG00000281974	TEC	AC025268.1
29641	ENSG00000173267	protein_coding	SNCG
29642	ENSG00000272734	processed_transcript	ADIRF-AS1
29643	ENSG00000148671	protein_coding	ADIRF
29644	ENSG00000273413	antisense	AL136982.7
29645	ENSG00000271880	processed_transcript	AGAP11
29646	ENSG00000240089	transcribed_unprocessed_pseudogene	BMS1P3
29647	ENSG00000151303	processed_transcript	AL136982.1
29648	ENSG00000272508	processed_transcript	AL136982.6
29649	ENSG00000261011	transcribed_unprocessed_pseudogene	AL136982.4
29650	ENSG00000229969	antisense	AL136982.2
29651	ENSG00000188100	protein_coding	FAM25A
29652	ENSG00000271573	processed_pseudogene	AL136982.5
29653	ENSG00000200253	snRNA	RNU6-529P
29654	ENSG00000148672	protein_coding	GLUD1
29655	ENSG00000122376	protein_coding	SHLD2
29656	ENSG00000237280	sense_intronic	AL136982.3
29657	ENSG00000273946	misc_RNA	RN7SL733P
29658	ENSG00000223482	antisense	NUTM2A-AS1
29659	ENSG00000285257	unprocessed_pseudogene	AL157893.1
29660	ENSG00000184923	protein_coding	NUTM2A
29661	ENSG00000224914	bidirectional_promoter_lncRNA	LINC00863
29662	ENSG00000214562	protein_coding	NUTM2D
29663	ENSG00000237740	processed_pseudogene	NPAP1P3
29664	ENSG00000236417	unprocessed_pseudogene	CTSLP1
29665	ENSG00000228055	lincRNA	LINC00864
29666	ENSG00000231569	processed_pseudogene	AL355334.1
29667	ENSG00000283672	miRNA	MIR4678
29668	ENSG00000107789	protein_coding	MINPP1
29669	ENSG00000223761	lincRNA	AL138767.2
29670	ENSG00000225913	lincRNA	AL138767.3
29671	ENSG00000196566	antisense	AL138767.1
29672	ENSG00000234192	processed_pseudogene	RPS26P38
29673	ENSG00000198682	protein_coding	PAPSS2
29674	ENSG00000138138	protein_coding	ATAD1
29675	ENSG00000223820	transcribed_unprocessed_pseudogene	CFL1P1
29676	ENSG00000243782	misc_RNA	RN7SL78P
29677	ENSG00000227268	protein_coding	KLLN
29678	ENSG00000171862	protein_coding	PTEN
29679	ENSG00000224745	sense_intronic	AC063965.1
29680	ENSG00000213613	processed_pseudogene	RPL11P3
29681	ENSG00000200891	snoRNA	RF00284
29682	ENSG00000227905	processed_pseudogene	MED6P1
29683	ENSG00000275015	unprocessed_pseudogene	AL353149.1
29684	ENSG00000184719	protein_coding	RNLS
29685	ENSG00000201548	misc_RNA	RF00019
29686	ENSG00000204022	protein_coding	LIPJ
29687	ENSG00000237205	processed_pseudogene	RPL7P34
29688	ENSG00000182333	protein_coding	LIPF
29689	ENSG00000271408	processed_pseudogene	NAPGP1
29690	ENSG00000204021	protein_coding	LIPK
29691	ENSG00000226358	processed_pseudogene	KRT8P38
29692	ENSG00000204020	protein_coding	LIPN
29693	ENSG00000235150	processed_pseudogene	RCBTB2P1
29694	ENSG00000173239	protein_coding	LIPM
29695	ENSG00000152766	protein_coding	ANKRD22
29696	ENSG00000234256	processed_pseudogene	PTCD2P2
29697	ENSG00000138134	protein_coding	STAMBPL1
29698	ENSG00000180139	antisense	ACTA2-AS1
29699	ENSG00000107796	protein_coding	ACTA2
29700	ENSG00000026103	protein_coding	FAS
29701	ENSG00000275693	misc_RNA	RF02116
29702	ENSG00000261438	sense_overlapping	AL157394.1
29703	ENSG00000265375	miRNA	MIR4679-2
29704	ENSG00000283664	miRNA	MIR4679-1
29705	ENSG00000233292	processed_pseudogene	AL513533.1
29706	ENSG00000138135	protein_coding	CH25H
29707	ENSG00000107798	protein_coding	LIPA
29708	ENSG00000119922	protein_coding	IFIT2
29709	ENSG00000232110	antisense	AL353751.1
29710	ENSG00000119917	protein_coding	IFIT3
29711	ENSG00000224289	unprocessed_pseudogene	IFIT6P
29712	ENSG00000204010	protein_coding	IFIT1B
29713	ENSG00000185745	protein_coding	IFIT1
29714	ENSG00000152778	protein_coding	IFIT5
29715	ENSG00000152779	protein_coding	SLC16A12
29716	ENSG00000234452	antisense	SLC16A12-AS1
29717	ENSG00000152782	protein_coding	PANK1
29718	ENSG00000198997	miRNA	MIR107
29719	ENSG00000249962	processed_pseudogene	AL157400.5
29720	ENSG00000232936	antisense	AL157400.2
29721	ENSG00000225836	lincRNA	AL157400.1
29722	ENSG00000235100	lincRNA	AL157400.3
29723	ENSG00000240996	lincRNA	AL157400.4
29724	ENSG00000138182	protein_coding	KIF20B
29725	ENSG00000283578	processed_pseudogene	MTND5P42
29726	ENSG00000232229	lincRNA	LINC00865
29727	ENSG00000270670	processed_pseudogene	MARK2P16
29728	ENSG00000280560	lincRNA	LINC01374
29729	ENSG00000226159	lincRNA	LINC01375
29730	ENSG00000228938	processed_pseudogene	SNRPD2P1
29731	ENSG00000222451	misc_RNA	RN7SKP143
29732	ENSG00000236373	lincRNA	AL391704.2
29733	ENSG00000224750	lincRNA	AL391704.1
29734	ENSG00000238291	lincRNA	AL391704.3
29735	ENSG00000283053	lincRNA	AL390862.1
29736	ENSG00000148680	protein_coding	HTR7
29737	ENSG00000148688	protein_coding	RPP30
29738	ENSG00000222305	misc_RNA	RF00019
29739	ENSG00000148677	protein_coding	ANKRD1
29740	ENSG00000201604	snRNA	RNU6-740P
29741	ENSG00000225519	lincRNA	AL365434.1
29742	ENSG00000273124	lincRNA	AL365434.2
29743	ENSG00000224851	lincRNA	LINC00502
29744	ENSG00000220585	processed_pseudogene	DDX18P6
29745	ENSG00000234043	processed_pseudogene	NUDT9P1
29746	ENSG00000180628	protein_coding	PCGF5
29747	ENSG00000165338	protein_coding	HECTD2
29748	ENSG00000271385	processed_pseudogene	AL161798.1
29749	ENSG00000223876	processed_pseudogene	RPS27P1
29750	ENSG00000119938	protein_coding	PPP1R3C
29751	ENSG00000213449	processed_pseudogene	GAPDHP28
29752	ENSG00000228759	processed_pseudogene	FAF2P1
29753	ENSG00000228701	antisense	TNKS2-AS1
29754	ENSG00000107854	protein_coding	TNKS2
29755	ENSG00000180581	processed_pseudogene	SRP9P1
29756	ENSG00000273497	unprocessed_pseudogene	AL359198.2
29757	ENSG00000174721	protein_coding	FGFBP3
29758	ENSG00000272817	antisense	AL359198.1
29759	ENSG00000095564	protein_coding	BTAF1
29760	ENSG00000107864	protein_coding	CPEB3
29761	ENSG00000252993	snoRNA	RF00402
29762	ENSG00000214549	processed_pseudogene	SDHCP2
29763	ENSG00000213484	processed_pseudogene	EIF4A1P8
29764	ENSG00000221042	ribozyme	RF00622
