genes	logFC	logCPM	LR	PValue	FDR	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	N11	N12	N13	N14	N15	N16	N17	IRI1	IRI2	IRI3	IRI4	IRI5	IRI6	IRI7	IRI8	IRI9	IRI10	IRI11	IRI12	IRI13	IRI14	IRI15	IRI16	IRI17	IRI18	IRI19	IRI20	IRI21	IRI22	IRI23
LINC02228	-1.7074402069714	3.89579860784181	5.03842640319668	0.0247909997731057	1	1	3	0	3	9	4	4	15	7	5	5	2	1	2	1	2	0	0	1	1	0	3	0	0	0	2	8	2	0	0	3	1	4	2	3	1	1	1	0	3
AC069431.1	1.6348820911429	4.47864576665768	5.03725963300189	0.0248077037305414	1	0	1	0	1	0	0	1	1	0	0	0	0	4	1	0	1	0	4	0	1	0	0	2	2	1	5	0	0	2	6	2	0	1	1	0	8	1	3	1	0
AC027228.2	1.94823310458927	3.95390505339106	5.03305925970539	0.0248679347869187	1	0	1	1	0	0	0	1	3	2	0	0	0	0	0	0	0	0	7	2	0	0	0	3	7	3	5	0	0	0	0	4	0	6	1	0	20	3	0	0	0
TDRG1	2.07567243231437	3.97140453483801	5.02416301989627	0.0249960037899394	1	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF157-AS1	2.05433760345632	4.1429073491707	5.01846172461084	0.0250784386825533	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL353746.1	-1.70156011442378	3.89540150867542	5.01436630657126	0.0251378284015892	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	1	1	6	0	0	2	2
TAB3-AS1	1.93649674824358	3.95278304819232	5.00549064716964	0.0252670405436231	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL359513.1	-1.61849706910546	4.41067405413678	4.99928388371556	0.0253578084413899	1	0	0	0	0	3	0	0	2	0	1	0	3	1	0	0	1	0	11	2	0	1	6	1	0	1	0	0	0	2	0	3	5	0	0	0	2	3	4	3	0
HOXB-AS2	-1.76149664336521	3.89926551643262	4.99084524439347	0.0254817588432628	1	0	0	0	0	2	3	0	3	1	1	3	0	1	0	0	3	0	1	5	2	0	1	0	0	0	0	4	0	0	1	1	1	4	5	1	26	0	5	3	2
AP005482.1	1.88876357184575	4.28855488881113	4.9835190004836	0.0255898801676081	1	1	3	0	0	0	1	0	6	1	1	1	2	0	0	0	2	0	4	9	6	0	3	0	0	0	2	4	4	5	0	1	2	2	2	0	21	3	1	6	0
C9orf41-AS1	-1.89101400270561	4.19281265540984	4.97807711618722	0.0256705003080514	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	2	0	1	1	0	0	1	0	3	0	0	0	3	0	0	0	0	0	0	0	0
LINC02355	-1.68769240577424	3.89440869187975	4.97587414614642	0.0257032117287527	1	0	2	0	4	1	0	0	0	2	0	0	0	0	1	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AC004678.2	1.92296406165803	3.9417772057391	4.96361650622114	0.0258860151874338	1	2	5	5	1	0	0	8	1	3	1	2	0	4	0	9	1	3	2	0	0	0	1	1	0	0	3	0	0	2	0	2	2	2	1	3	0	0	2	0	2
THRIL	1.08626671553566	5.3091420521702	4.94410855488871	0.0261797360537517	1	3	0	0	4	4	0	0	7	1	2	0	3	0	7	1	0	1	6	6	1	4	9	1	1	5	2	3	5	0	7	2	20	6	13	3	9	1	2	1	0
AP000648.3	1.24207481807362	4.99884671976315	4.92185960904796	0.0265189581925012	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	4	4	0	0	0	2	1	0	0	0	1	0	4	1	0	0	0	2	0
AC018904.1	2.16279529257611	4.15393730271847	4.9181849557783	0.0265754224636989	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL121906.2	-1.32341532816009	4.71362843067533	4.90023195917943	0.0268530882945453	1	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC008083.2	-1.59486875698357	3.88822343624326	4.89690998826706	0.0269047965747806	1	1	3	1	0	0	3	0	0	0	3	2	0	0	2	2	3	0	0	2	12	3	7	0	4	1	4	6	12	0	0	1	2	5	1	4	1	1	2	0	9
AC004948.1	1.84182402584598	3.93996247872901	4.89304901010272	0.0269650248995184	1	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	7	1	0	0	3	0	1	0	3	1	4	1
AC104073.4	-1.65303092719509	3.89552715622203	4.88819559305797	0.0270409334396252	1	0	0	2	1	0	8	1	1	2	1	0	6	7	0	0	1	0	0	0	1	0	13	2	7	4	3	0	26	1	1	3	2	4	2	0	0	4	5	0	3
LCMT1-AS2	2.34799410640205	4.08137198055002	4.88734380440451	0.0270542785094245	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	1	0
AL139393.2	1.04440595216783	5.38349144009976	4.88501023955484	0.027090873827006	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0
AC010894.4	1.83557902426068	3.93941453536031	4.87889269289297	0.0271870546737846	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	0	0	0
LINC01841	1.87023434579795	3.93893619692552	4.87691249978162	0.0272182635396084	1	0	0	0	0	0	0	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC105415.1	2.13841306048422	4.07886008984451	4.87073649742602	0.0273158400534617	1	0	0	1	0	1	0	0	0	0	1	0	2	0	0	1	0	0	5	2	0	0	1	2	0	2	1	0	0	0	0	1	2	6	15	3	5	0	0	3	0
AC012073.1	1.03124466824174	5.40638392374076	4.85904988762851	0.0275014771513953	1	0	1	0	1	0	0	0	0	2	0	0	0	1	7	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AC007728.2	1.12416312793687	5.21260851276431	4.85795765550442	0.0275188937385939	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VAV3-AS1	1.89612388484186	3.94116426597814	4.85640416177101	0.027543685307733	1	0	1	2	2	4	3	1	2	7	2	2	0	7	2	1	0	6	7	13	6	1	2	4	2	4	6	4	0	1	2	4	5	1	4	10	8	9	1	20	1
AC008753.3	1.88863575630596	3.94055978534642	4.84645419486715	0.0277030246730356	1	0	1	0	0	2	0	2	0	0	1	0	0	0	1	0	0	0	0	2	0	1	2	2	1	0	2	0	9	2	3	0	0	2	3	0	5	0	0	0	1
LINC02450	1.85171077451832	3.94106706529426	4.84626476121885	0.0277060675597765	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	3	0	2	0	3	0	0	3	0
LINC02251	1.90518299382496	3.94985103825494	4.84296732576437	0.0277590902496501	1	0	0	0	1	2	0	0	1	1	7	5	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	1	0	0	0	2	2	0	0	0	1
LINC01783	-1.63169223953268	3.89087137460164	4.83640185828552	0.0278649774181397	1	1	0	3	5	6	7	6	7	3	2	7	0	4	8	0	23	8	10	3	3	0	0	3	0	0	0	0	0	0	1	2	1	2	4	5	1	0	10	1	6
SLC9A9-AS2	-1.6255197041409	3.89051132987264	4.82863594653775	0.0279907679664797	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	1
AL355102.3	1.91547421359568	3.94284705509182	4.82784965926291	0.0280035369745987	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0
NAV2-AS5	-2.12325689061853	4.01298284682798	4.82437416751903	0.0280600502957518	1	1	2	0	1	0	1	0	2	1	4	0	0	0	0	0	0	0	0	1	1	1	4	6	1	5	0	3	2	1	0	3	1	2	2	2	0	0	0	1	6
AL031673.1	-1.155761570156	4.95371028741428	4.82176230076589	0.0281025987187004	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	6	0	0	0	0	0	0
AL022069.2	1.84689214490733	4.28237569292906	4.80986552420499	0.0282972533796589	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
AC024651.1	2.15066120221547	4.07868809317428	4.79627770186692	0.0285212946040506	1	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AF064858.3	1.07283132609449	5.83814640952867	4.79488348929967	0.0285443871268093	1	1	0	2	0	0	0	2	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC011591.1	1.62605740435338	5.68535228030607	4.77771239621664	0.0288303955454787	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	0	0	1	1	2	1	0	2	1	0	1	0
AC093010.2	-1.92694126533643	4.15659401577077	4.77611850612333	0.0288570948941669	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0
AL139352.1	-2.01853553607621	4.09923536295651	4.77457850458869	0.0288829160065316	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0
AC009955.3	1.82554359576162	3.9385717285862	4.7712476643101	0.0289388463235435	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AL157996.1	-1.57534368614922	4.42957955366389	4.76499690236619	0.0290441115692954	1	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC080038.2	1.78904292504276	3.93168139946788	4.76052163848873	0.0291197216155956	1	0	0	0	3	0	0	0	0	1	0	1	1	0	0	0	0	0	7	3	9	0	0	0	3	0	1	2	1	1	0	1	0	2	1	0	7	0	0	2	0
AC114912.1	-1.6448518921537	3.89189265958843	4.74455898947887	0.0293910860326175	1	0	0	6	5	0	2	0	3	0	2	1	4	0	5	1	1	0	0	0	3	0	0	2	0	0	2	0	0	0	0	0	0	0	2	0	1	0	0	1	0
HCG17	-1.6624711069705	3.88813091193261	4.73559790407544	0.0295445772483886	1	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GDNF-AS1	-1.00457105597643	5.39643303429014	4.72841422522789	0.0296682268240895	1	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	2	3	0	1	1	0	2	0	0	0	1	1	2	0	0	3	1	1	0	0	4	3
LINC01443	1.87858054381203	3.94385281078184	4.71859731107698	0.0298380735845779	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AL157871.6	1.62994691433384	4.42351951228449	4.71382136311512	0.0299210704003373	1	0	0	0	0	0	0	0	0	1	3	0	0	0	0	1	2	0	2	6	0	0	1	0	3	0	0	0	0	0	2	0	0	9	4	1	0	4	0	2	0
AL031663.3	1.84924274743405	3.93478139341033	4.70481497579992	0.0300782393656497	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
AC023855.1	2.12916091095007	3.93976167958206	4.68801563492556	0.030373705308696	1	0	0	0	4	1	0	0	0	2	0	2	0	0	0	0	1	0	0	0	0	1	2	0	1	2	1	0	0	2	0	0	0	8	0	1	31	1	1	0	0
LINC01257	1.86346702693986	3.9424927967053	4.67340517724452	0.0306331328982818	1	4	0	1	0	0	5	3	1	14	0	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	1	0	0	2	0	0	0	0	1
AL050320.1	1.48655123867177	4.57614903552267	4.67170112195418	0.0306635406715689	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
AC141930.1	1.7805723092244	3.9309065269418	4.66858234660521	0.0307192747474494	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	4	0	3	0	0
AC026461.3	1.62784767023898	4.42324164856436	4.65896642224771	0.0308917819582043	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL591212.1	2.60139329626785	3.97639916851035	4.64391131648427	0.0311638983535104	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC023347.1	1.83194156078475	3.93566757950276	4.64195501069638	0.0311994410596147	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
EIF1AX-AS1	-1.59605406901644	3.88877095490558	4.63756805139749	0.0312792983486173	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	4	0	1	0	1	5	2	0	2
LINC02118	-1.59605406901644	3.88877095490558	4.63756805139749	0.0312792983486173	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1
IL21-AS1	1.8439435442388	3.94011072333054	4.63450892069591	0.0313351108751231	1	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01031	1.83197193533312	3.93556991627068	4.63376827859251	0.0313486391851099	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006378.2	1.46827152778024	4.62498867048579	4.63163704713217	0.0313876015134229	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02207	1.27879223636474	6.56446580945011	4.62803824925589	0.031453508015275	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL354977.2	1.79397168863742	3.93220609661464	4.6253129164535	0.0315035143818695	1	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC012409.2	1.79414396741341	3.93214928633461	4.62417574769155	0.0315244044886505	1	0	0	0	0	0	0	0	5	7	0	0	4	2	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
AC074351.1	1.8214703344564	3.93469023375733	4.61675878698316	0.0316610111155173	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	5	4	0	0	0	3	1	0	0	0	0	0	9	0	0	3	0
OSBPL10-AS1	-1.5948712795122	3.88494117360898	4.60321602221502	0.0319120394776657	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0
AC048383.1	-1.59281823098877	3.88482357373701	4.59829595067205	0.0320037513558794	1	0	1	0	0	2	2	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC124312.2	1.80301070325335	3.93311321765635	4.57529886975995	0.0324360873301008	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL390838.1	-1.58156573789603	3.884170988311	4.57098294802658	0.0325179020667898	1	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02585	1.80115968462189	3.93295000544778	4.56646371893097	0.032603801732454	1	0	2	2	3	2	0	0	0	0	0	8	1	4	0	1	0	0	1	2	16	0	3	1	2	1	11	3	2	1	5	0	0	8	3	1	22	0	2	0	0
AC087286.2	1.79891733506867	3.93267063601142	4.55970758536582	0.0327326616500589	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXP4-AS1	-1.49273651702854	4.47753121038522	4.55174697274404	0.0328851773466144	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	1	3	0	2	0	0	0	0	0	0	0	0	0	1	0
AC002480.2	1.83275489254667	3.93573177988609	4.54797680107609	0.0329576680361653	1	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC019171.1	1.66759615576543	4.36763669822998	4.54595307390669	0.0329966479041535	1	7	1	2	5	5	6	3	1	3	8	8	16	5	14	8	6	0	17	2	7	0	5	7	2	12	13	5	1	3	3	9	5	17	6	5	146	4	8	9	12
AC233266.2	1.79155358587891	3.93201757348813	4.53405469863481	0.0332268033809511	1	1	0	1	0	2	4	0	7	1	9	1	1	1	2	2	1	5	5	5	5	6	8	3	5	1	2	1	1	8	14	2	1	0	2	6	59	2	2	3	8
FARSA-AS1	1.98437297686557	4.14320652437302	4.53128287557658	0.0332806603750129	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC234582.2	1.93505745886905	4.16956645229482	4.52874218079334	0.0333301066049977	1	0	2	0	4	0	0	0	2	1	0	0	0	1	2	0	0	4	1	2	3	1	0	2	4	2	1	0	0	0	2	7	3	3	1	4	46	2	0	3	7
LINC02235	1.77808580628453	3.9308687129628	4.51103685153298	0.0336768202070453	1	0	1	1	0	0	2	0	1	2	1	0	1	0	0	1	0	1	8	0	0	0	7	0	2	2	0	0	4	0	1	1	2	4	1	1	6	1	3	3	2
LINC01069	-1.69378663853562	3.88412631389749	4.49652154928518	0.0339638757213233	1	9	4	0	5	3	1	5	1	3	1	2	4	1	5	2	4	0	8	3	0	7	6	2	7	1	5	0	0	1	14	16	2	16	5	12	49	2	2	1	7
AC009097.1	1.7286024098781	3.92631073588163	4.47184709023556	0.0344577223790169	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	2	0
AC008735.4	-1.55629484339698	4.41367139268066	4.46881396262474	0.0345189448786503	1	1	0	0	0	0	1	0	2	0	0	1	0	2	0	0	3	0	0	0	0	0	2	1	0	0	1	0	0	0	4	5	1	0	2	1	18	1	5	3	0
AC013476.1	1.72488299790169	3.92591147253888	4.46169155493021	0.0346631553916373	1	0	0	0	0	0	0	0	1	0	3	0	1	0	1	0	4	0	2	0	94	0	0	0	1	0	0	0	7	1	2	0	7	0	3	0	3	1	0	2	0
AC020661.3	-1.53328088957915	3.88139600613593	4.45582157000558	0.0347824810212707	1	2	0	0	0	0	1	0	4	1	0	0	0	3	0	2	2	0	8	5	58	0	3	0	0	0	12	2	12	0	1	3	5	0	3	3	1	11	0	2	5
AC117500.1	-1.53328088957915	3.88139600613593	4.45582157000558	0.0347824810212707	1	5	1	1	4	2	3	0	1	6	5	5	5	8	0	6	5	0	1	2	4	2	4	11	5	12	1	2	3	3	8	1	0	0	3	5	83	6	2	4	7
C8orf17	-1.53328088957915	3.88139600613593	4.45582157000558	0.0347824810212707	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	3	0	0	2	0
AC127537.1	1.72698107795497	3.92256276154744	4.44269310495678	0.0350509150371958	1	4	3	2	1	4	4	0	0	2	3	3	1	0	0	4	3	0	7	3	8	4	3	6	2	0	4	0	3	1	4	5	1	15	4	7	8	3	4	10	5
AC244517.11	1.98686800835911	4.19666380071865	4.43816486653029	0.0351440044161499	1	1	2	0	0	3	4	5	6	4	7	4	5	12	5	2	2	3	0	1	4	1	3	0	0	1	0	0	0	2	0	5	1	2	3	1	3	2	0	2	1
ATP11A-AS1	-1.52195412822836	3.88073887865224	4.42867493230734	0.0353399338074179	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
AC007557.3	-1.52008215422324	3.88060289443298	4.42277613063573	0.0354622961509813	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
AC058791.1	1.3059965399788	4.7463844548385	4.42198141459176	0.0354788152643573	1	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	3	1	2	1	7	0	0	3	0	3	0	0	0	0	0	3	0
AC010776.3	1.82627585339399	3.93026646898427	4.42162449791231	0.0354862368192809	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LINC02253	-1.51788748110485	3.88050499501607	4.41904919332548	0.035539834633936	1	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL359853.1	1.77015389543122	3.93023520732802	4.41694329385172	0.0355837260273093	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC021224.1	-1.51566844542801	3.88035041682214	4.41240748341817	0.0356784546325735	1	0	0	0	1	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC090578.2	-1.51058479839833	3.88008170062633	4.40161348925755	0.0359049455976979	1	5	0	0	0	0	0	0	3	3	0	0	0	2	0	0	5	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0
AC103724.4	-1.51058479839833	3.88008170062633	4.40161348925755	0.0359049455976979	1	1	0	0	0	0	2	0	0	0	0	0	1	12	5	5	2	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
WWOX-AS1	-1.51058479839833	3.88008170062633	4.40161348925755	0.0359049455976979	1	3	2	0	0	0	0	0	0	1	2	1	1	6	0	0	0	0	1	3	4	2	7	1	0	2	8	1	2	14	0	4	0	0	4	2	1	0	7	0	10
AC118758.3	-1.9552576934513	4.04873209447346	4.39901523936294	0.0359596891603868	1	2	0	0	0	0	4	1	2	1	2	1	5	0	0	0	0	0	5	0	8	2	2	5	0	0	2	4	3	1	4	13	0	3	4	2	2	0	4	2	0
AC112219.2	-1.36881729718169	4.57171237494464	4.37949465577181	0.0363737800116417	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC025171.5	1.71545117119381	3.92517130097788	4.3708273219234	0.0365592377600728	1	0	1	3	0	1	2	0	4	0	0	2	2	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0
LINC02085	1.72562605686226	3.92239259188248	4.37035592212274	0.0365693527961353	1	10	6	4	3	17	11	2	0	34	2	3	8	1	7	3	0	0	3	0	5	0	1	6	1	0	3	2	0	6	2	4	0	7	0	0	8	8	3	0	8
FLJ16779	1.71338653878499	3.9252292945794	4.36520372503461	0.0366800970039715	1	25	122	13	5	10	77	2	2	12	18	8	0	39	7	2	1	0	5	16	8	7	11	2	21	2	13	25	7	20	13	3	1	3	1	5	5	7	6	2	24
AC108863.1	1.64852609035624	4.3566455032031	4.35977920707703	0.0367970741850403	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4
AL391069.4	1.712596710148	3.92509403584362	4.35514591050008	0.0368972983666905	1	0	0	0	1	2	1	0	0	0	0	1	30	3	0	0	0	0	0	1	0	0	0	0	0	0	0	3	5	0	1	0	0	0	0	0	0	0	1	0	1
AC090518.1	-1.49080033989039	3.87888840138678	4.35203566552746	0.0369647373016159	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC023669.1	-1.48952325718812	3.8788589252528	4.3513606448215	0.0369793907059772	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3	0	0	0	3	7	0	0	3	3	0	0	8	0	0	8	2	0	0	1	0	0	1	1	0	3
AC107884.2	-1.48952325718812	3.8788589252528	4.3513606448215	0.0369793907059772	1	3	7	0	7	5	8	0	3	3	3	2	10	1	0	6	0	0	0	0	0	1	4	2	0	0	3	5	2	2	0	0	2	0	0	0	1	3	0	0	6
AC114808.1	1.70817773394718	3.92466141855954	4.35109146110733	0.0369852358644788	1	0	0	1	4	0	4	1	0	1	1	7	5	0	0	1	0	18	1	0	5	0	0	0	0	2	0	2	0	0	1	2	1	0	5	0	3	1	0	0	1
AL353653.1	1.80249269101314	3.92085268222814	4.3448511801904	0.0371210112923889	1	6	3	3	1	2	6	1	0	4	8	5	7	4	3	3	7	1	1	7	14	0	14	3	4	6	6	4	4	10	2	8	43	9	17	3	0	3	5	3	2
AC009065.8	1.69360210977846	4.29793299591763	4.33441697540652	0.0373492052274896	1	43	104	84	157	88	140	87	81	60	59	97	47	301	24	99	31	129	181	101	31	15	240	411	63	149	17	89	1663	146	68	40	110	233	196	334	91	11	149	333	10
