N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	N11	N12	N13	N14	N15	N16	N17	IRI1	IRI2	IRI3	IRI4	IRI5	IRI6	IRI7	IRI8	IRI9	IRI10	IRI11	IRI12	IRI13	IRI14	IRI15	IRI16	IRI17	IRI18	IRI19	IRI20	IRI21	IRI22	IRI23	genes
MIR4682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.475724483670529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4682
MIR4684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4684
MIR4685	0	0	0	0	1.33756500915383	0	0	0	1.30677436233263	0	0	0	3.67354855818866	2.25708607277492	0	0.69925895158532	0	1.72245882471653	2.45836873922086	0	0	2.20782025012005	0	1.48669053124608	0	2.58020686571167	0	0	0	0	1.32708142090947	0	0	0	0	1.70698111826165	0	0	0	0	hsa-mir-4685
MIR4686	0	0	0	1.16950144929765	0	0	0.685972625356901	0	0.593206782900996	0	1.78350892172872	1.64425415074613	0	1.53689742455398	0.502281096540631	0.634853521834041	0	0	0	1.50228784317009	0	1.00223419248871	0	0.674879254315654	0	2.92819529167936	1.94877852861385	0	2.46433754256068	0.505330408073972	0	0.550861356232602	1.04452203520865	0	0.52103786349016	0.7748795865793	0.574118177960087	3.06576939657359	0	0	hsa-mir-4686
MIR4688	0	0	0	0	0	0.433163233596806	0	1.50502250390919	0	0	0.544364168881055	0	0	0	0	1.16262331709367	0	0	0	0	0	0	0	0	0	0.536247812452124	0	0	0	0	0	0	0	0	0	0	0.525698572589959	0	0	0	hsa-mir-4688
MIR4689	0	0	0	0	0	0	0	0	0	0	0.645460371673251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4689
MIR4690	0	0	0	0	0	0	0	1.38796519804959	0.751395258341261	0	0.75303710028546	0.520680481069609	0.60351154884528	0	0	0	0	0	2.12034303757799	0.634299311560705	0	0.634748321909514	0.799488851599663	0	0.806518723066005	0	0	0	0	0	4.57843090213769	0.697757717894629	0	0	0	0	0	0	1.41707865748745	1.31750462200384	hsa-mir-4690
MIR4692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4692
MIR4693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4693
MIR4694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4694
MIR4695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.618706878667255	0	0.536376180242281	0	0	0	0	0	0	0	hsa-mir-4695
MIR4696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4696
MIR4698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4698
MIR4699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.518987986670566	0	0	0	0	0	0	0	0	0	0	hsa-mir-4699
MIR4701	1.42247805888405	1.29180994477938	0	0	0	2.28270148498634	0	0	0	2.5958661160479	0	0	1.72431871098651	0	0	0	0	0	0	0	0	0	0	1.62828010565047	0	0	0	2.19962639873528	0	0	2.18020519149414	0	0	0.582911498934722	0.62855361309924	0	1.38517401666561	0	0	0	hsa-mir-4701
MIR4703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4703
MIR4704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4704
MIR4705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.679561516329396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4705
MIR4706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4706
MIR4708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4708
MIR4710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.794795864884398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4710
MIR4711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4711
MIR4713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4713
MIR4714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4714
MIR4715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4715
MIR4716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4716
MIR4717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4717
MIR4718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4718
MIR4719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4719
MIR4725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.845732415414273	1.53523200080569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.654342762000298	0	0	0	0	hsa-mir-4725
MIR4726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4726
MIR4727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4727
MIR4728	0	0	0	0	0	0	0	0	0	0	0	0	0	0.581115444109961	0	0.720132353125181	0	0	0.632938220172535	0	0	0	0	0.765534676537159	0	0	0	0	0.698841989681387	1.14642122428722	0	0	0	0	0	0	0	0	0	0	hsa-mir-4728
MIR4729	0	0	1.22241244915791	0	0	0	2.89632886261803	0	0	0.567845712885478	0	0	0	0	0	0	0	0	0	0.528582759633921	0	0	0	0	0	1.23634912315351	0	0	0	2.66702159816819	0	0	0	0	0	0	0.606013632291203	0	0	0	hsa-mir-4729
MIR4730	0	0	0	0	0	0.946119694435128	0	0	1.18641356580199	0	0	0	0	0	0	0	0	1.04254086759158	0.557985009888945	0.50076261439003	0	0	0	0	0	0	0.649592842871284	0	0	0	0	0	0	0.966405906128619	0	0	0	0	0	0	hsa-mir-4730
MIR4731	0	0	0	0	0	0	0	0	0	0	0	0.446297555202522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4731
MIR4733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4733
MIR4734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4734
MIR4735	0	0	0	0	0	0	0	0	0	0.592534656923977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4735
MIR4736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4736
MIR4737	0.553185911788242	0	3.25976653108776	0.548655000905072	0	1.77543448832271	0	1.02812236892562	0.556589080252786	0	0	0.771378490473495	2.23522795868622	1.44202721316176	0	2.38266013132776	0	1.46727973957334	2.09416596303999	0	0	1.41055182646559	1.7766418924437	0	1.19484255269038	0.549488499179337	1.21898903847451	2.28109404313288	1.73416345587603	0.474137173007677	0	0	2.94013609910584	1.36012683084769	0.48887503241052	0	0.538678784258847	2.87652437209373	1.04968789443515	0	hsa-mir-4737
MIR4739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4739
MIR4740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4740
MIR4742	0	0	0	0	0	0	1.84002068919263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.61815108432508	0	0	0	0	0	0	0	0.864080574891471	0	0	0	0	0	0	hsa-mir-4742
MIR4743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4743
MIR4744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4744
MIR4746	0	0	0	0	0	0	0	0	0	0	0	0	0	0.548376545850245	0	0	0	0	0	0	0	0	0	0	0	0.626881245542624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4746
MIR4747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4747
MIR4748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.563318955773669	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4748
MIR4749	0	0	0	0	0	1.76815811746893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.624342611714276	0	0	0	0.729648662844693	0	0	2.30274163813047	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4749
MIR4752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4752
MIR4753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4753
MIR4754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4754
MIR4755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.528582759633921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4755
MIR4756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4756
MIR4757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4757
MIR4759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4759
MIR4760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4760
MIR4762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4762
MIR4764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4764
MIR4765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4765
MIR4766	0	1.07084245422501	0	0	0	0	0	0	0	0	0	0.411063537686534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.505330408073972	0	0	0	0	0	2.3246387597379	0	0	0	0	hsa-mir-4766
MIR4767	1.7233868790326	2.60846238849683	1.12838072229961	3.41854269794699	2.95807646255175	0	0	0	0	0.524165273432749	0.579259307911892	0	0.464239652957907	0	0.48940209406523	2.4743009056096	0	3.04742715142155	0	1.46376764206317	0	0	1.22998284861487	0	3.1019950887154	2.85311336112348	3.79761969678597	1.18441421470361	1.8008620503328	1.47711965437007	2.34791328314753	0	2.54434854730313	1.4124394012649	0.507677918272463	7.55010879231113	0	4.77945587978651	0	0	hsa-mir-4767
MIR4768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.565749500995645	0	0	0	0	0	0	0	0	hsa-mir-4768
MIR4769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28231314436929	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4769
MIR4770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4770
MIR4771-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4771-1
MIR4771-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4771-2
MIR4772	0	0	0	0	0	0	0	0	0	0	0	1.60209378790649	0	0	0	0	0	0	0	1.46376764206317	0	0	0	0	0	0	0	0	0	0	0	2.68368353036396	0	0	0.507677918272463	0	1.11879439807607	0	0	0	hsa-mir-4772
MIR4773-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4773-1
MIR4774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4774
MIR4776-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4776-1
MIR4777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4777
MIR4778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4778
MIR4779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4779
MIR4780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4780
MIR4782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.448065957258892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4782
MIR4783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.718181080244229	0	0	0	0	hsa-mir-4783
MIR4786	0	0.508650165756881	0	0	0	0	0	0.520486949268595	0	0	0.564777825214095	0	0	0	0	0	0	0	0	0	1.7271360009064	0.476061241432135	0	0	0	3.33814263251447	0.61711320072772	0	0	0	0	0	0.49614796672411	0	0	0	0	2.91248092674491	0.531404496557795	0	hsa-mir-4786
MIR4787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4787
MIR4789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4789
MIR4790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4790
MIR4791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4791
MIR4792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
MIR4794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4794
MIR4795	0	0	0	0	0	0	0	0.467853437544805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4795
MIR4796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4796
MIR4797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4797
MIR4798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4798
MIR4799	0	0	0	0	0	0	0	0	0	0	0	0	0.978667376505859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4799
MIR4801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4801
MIR4802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9086681668544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.918085610822188	0	0	0	0	0	0	hsa-mir-4802
MIR4803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4803
MIR4804	0	0	0	0	0	0	0	1.14079331346541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-4804
MIR483	0	0	0	0	0.412017792998279	0	0	0	0	0	0	0	0.646619516619943	0.347631560315781	0	0	0	0	0	0	0	0	0	1.37386133914258	0	1.1921937973266	0	2.06214974881432	0	0	0.817576946810301	0	0	0	0	0	0	0	0	0.352903023751028	hsa-mir-483
MIR485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-485
MIR486-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-486
MIR487A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-487|hsa-mir-487a
MIR487B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.692452714810379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-487b
MIR488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-488
MIR489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-489
MIR490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-490|miR-490
MIR491	0	0	0	0.808019183151107	0	0	0.473944722973859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.436084828145271	0	0.439919303490548	0	0	0	0	0	0	0	0	0	0	0	0	0	0.772951994993157	0	hsa-mir-491
MIR493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-493
MIR494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.363292455277543	0	0	0	0	0	hsa-mir-494
MIR495	0	0	1.62988326554388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-495
MIR496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-496
MIR498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-498
MIR4999	0.492396251152172	0.44716498088517	0	0	0	0	0	0	0	0	0	0	0	0.427854228080961	0	0	0	0	0.46600945880835	0.836438652607523	0	0	0	0	1.06354117327385	0	0	0	0	0	0	1.38018010133004	0	0.807108229294231	0	0	0	0	0.467168788182677	0	hsa-mir-4999
MIR499A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-499
MIR5000	0	0.395068089908257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.05858547337669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-5000
MIR5002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-5002
MIR5003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-5003
MIR5007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-5007
MIR5008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-5008
MIR5009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-5009
MIR500A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-500
MIR500B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-500b
MIR501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-501
MIR5011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-5011
MIR502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-502
MIR503	1.89329826147243	2.29250778932679	0	0	0	0.50637392096528	1.46856111344013	0	0	0	0	0	0	0	0	0	0	0	0.597279728895209	0	0	0	0	0.722405962366052	0	0	0	0	1.31894121996205	0	1.93454826850888	0.589654409488419	0.559039962506039	1.03446266008134	0	0	0	0	0.598765629924277	1.67007628141332	hsa-mir-503
MIR504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-504
MIR505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-505
MIR506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-506
MIR507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-507
MIR508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-508
MIR5088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00295070806279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-5088
MIR5089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-5089
